block_num, xor_spent, pswap_gross_burn, pswap_reminted_lp, pswap_reminted_parliament, pswap_net_burn
578059, 29786329250980005337, 53584518568438199298248, 47460879786437081882444, 5358451856843819929824, 765186925157297485980
578746, 46554680260519340886, 83958702891013095939247, 74363902324628119335309, 8395870289101309593924, 1198930277283667010014
579170, 23912221957838808289, 43016714462030079636308, 38100764333309282135470, 4301671446203007963630, 614278682517789537208
580093, 518317121034776, 926552389180628966, 820665982145066687, 92655238918062896, 13231168117499383
580115, 646195830334664, 1155180866005395208, 1023166796638298643, 115518086600539520, 16495982766557045
580166, 4935460423877697, 8822942762203310040, 7814656863338715768, 882294276220331004, 125991622644263268
581258, 2162914426411992, 3845736495367679260, 3406245728677060874, 384573649536767926, 54917117153850460
581342, 2214024689713321, 3936929712183618607, 3487017384675274672, 393692971218361860, 56219356289982075
581645, 12900000000000000, 22934033312027242319, 20313131985128769066, 2293403331202724231, 327497995695749022
581670, 1041653609051645, 1852746753856687529, 1641014854825945278, 185274675385668752, 26457223645073499
581697, 523717440225596, 931580960138611107, 825119888013970629, 93158096013861110, 13302976110779368
581725, 2214279492219094, 3938727922129099398, 3488610095188185918, 393872792212909939, 56245034728003541
582109, 4492788378308393, 8004986985060087508, 7090177072407420707, 800498698506008750, 114311214146658051
582702, 23766071687863614, 42192483024745105545, 37370726064677234883, 4219248302474510554, 602508657593360108
584784, 197398744757692017, 351876573232029776516, 311664118443073413655, 35187657323202977651, 5024797465753385210
584812, 14514441756181236, 25859829491355080142, 22904568177083021583, 2585982949135508014, 369278365136550545
585013, 54458038363162353, 97000964066950879359, 85915693893379732865, 9700096406695087935, 1385173766876058559
585172, 136255244657090166, 243028722285409136943, 215255399902632580773, 24302872228540913694, 3470450154235642476
585174, 4500000000000000, 8026305564025961793, 7109059364169074879, 802630556402596179, 114615643454290735
585231, 2535755117663016, 4522230555372844576, 4005430047504835897, 452223055537284457, 64577452330724222
585726, 45152483552473918, 79892676883349462486, 70762541769120285913, 7989267688334946248, 1140867425894230325
586000, 222221507570546332, 390982961157135869806, 346301428356098382604, 39098296115713586980, 5583236685323900222
586249, 261494185037686722, 458172641013952255023, 405812671598877791318, 45817264101395225502, 6542705313679238203
586312, 88391199630757336, 155544227879369208583, 137768633517314895426, 15554422787936920858, 2221171574117392299
586859, 32976806957951707, 58203120465429563461, 51551667858640272948, 5820312046542956346, 831140560246334167
587789, 2188557067754482, 3937759452521128923, 3487752302287014309, 393775945252112892, 56231204982001722
587818, 138964521125479781, 250046049834927073470, 221470787259791607513, 25004604983492707347, 3570657591642758610
587853, 2500578503121596, 4499407651769864431, 3985215345325604323, 449940765176986443, 64251541267273665
587960, 360000000000000, 647932836486819525, 573887071933105789, 64793283648681952, 9252480905031784
588046, 28075771828045317, 50489578196308287688, 44719629200034176571, 5048957819630828768, 720991176643282349
588178, 2918743812551664, 5248625329823857465, 4648812427131587033, 524862532982385746, 74950369709884686
588207, 5400000000000000, 9710537801599138288, 8600817541632388764, 971053780159913828, 138666479806835696
588580, 600000000000000, 1077911474634936989, 954727751313656389, 107791147463493698, 15392575857786902
588585, 10909156498015618, 19598503831426572100, 17358786813571143440, 1959850383142657210, 279866634712771450
588601, 7394029572370124, 13283045566199290272, 11765059118894035379, 1328304556619929027, 189681890685325866
588613, 3000000000000000, 5389877423408318418, 4773922231461215789, 538987742340831841, 76967449606270788
588755, 30842153958467609, 55346294531914767365, 49021319992807547750, 5534629453191476736, 790345085915742879
589223, 1822373156417227, 3267362306455244041, 2893968142073538751, 326736230645524404, 46657933736180886
592407, 5231535299577297280, 9496975058644845990008, 8408270328846976780251, 949697505864484599000, 139007223933384610757
592459, 14803391784543616511, 26860493121538785698664, 23781286771564943922526, 2686049312153878569866, 393157037819963206272
593146, 17660532517994416020, 32102206714451117336648, 28422106043326584598526, 3210220671445111733664, 469879999679421004458
593570, 11424033586293126876, 20749313722136847201537, 18370674644972245448894, 2074931372213684720153, 303707704950917032490
594515, 2307623433001049, 4213126157451009706, 3730146014139298306, 421312615745100970, 61667527566610430
596045, 11948413216825723, 21955866624370274026, 19438911942152338922, 2195586662437027402, 321368019780907702
596275, 2014803211948061, 3690813262002491002, 3267709502086311441, 369081326200249100, 54022433715930461
597102, 1980828830241545, 3705049085057966778, 3280313373094176640, 370504908505796677, 54230803457993461
598060, 540000000000000, 1004394052095349582, 889253331145294991, 100439405209534958, 14701315740519633
599184, 45414671969850522, 84683861524262491883, 74975957690705612601, 8468386152426249188, 1239517681130630094
599212, 6964208244330313, 12990305358094266708, 11501135722758414255, 1299030535809426670, 190139099526425783
599413, 3729424388514043, 6956045373800033650, 6158625200283719192, 695604537380003365, 101815636136311093
599572, 125738641161585774, 234418010599221422989, 207545033118158476721, 23441801059922142298, 3431176421140803970
599574, 510000000000000, 950804635019802793, 841807244075037660, 95080463501980279, 13916927442784854
599631, 975224178422160, 1818063825095455014, 1609646442377987337, 181806382509545501, 26611000207922176
600126, 37114197580937149, 69887102048922315736, 61875454331340008226, 6988710204892231573, 1022937512690075937
600400, 73695961231188642, 138643043027145979704, 122749420503643046028, 13864304302714597970, 2029318220788335706
600649, 267652869528724827, 503580516645646599774, 445851556958939610515, 50358051664564659977, 7370908022142329282
600712, 31039085871132148, 58398910953406194189, 51704234998440568305, 5839891095340619418, 854784859625006466
602173, 465574120204940, 879925475372268673, 779053458652017909, 87992547537226867, 12879469183023897
602218, 12325160809550628, 23294293481624653941, 20623905559771648487, 2329429348162465394, 340958573690540060
602253, 540705263574412, 1021921257752397737, 904771270527436117, 102192125775239773, 14957861449721847
602360, 877989961340173, 1660388339799707954, 1470046401690088833, 166038833979970795, 24303104129648326
602446, 6580248095214519, 12435536771272451157, 11009964142424091173, 1243553677127245115, 182018951721114869
602578, 1050169979205297, 1982920210126430142, 1755604185998166569, 198292021012643014, 29024003115620559
602607, 8371549083356019, 15807070331687914802, 13994995210074207312, 1580707033168791480, 231368088444916010
602980, 8754873934220344, 16564308000709778367, 14665425424432411504, 1656430800070977836, 242451776206389027
603001, 17154655642431790, 32493742962855511978, 28768757750822644651, 3249374296285551197, 475610915747316130
603013, 33196385619683034, 62879358943280150148, 55671057872099343575, 6287935894328015014, 920365176852791559
603155, 35760051627090623, 67912742489551344141, 60127429428776646702, 6791274248955134414, 994038811819563025
603623, 5836843976228126, 11040656999065559369, 9774989202663680839, 1104065699906555936, 161602096495322594
603639, 8866199669559164, 16770816700383011004, 14848260586301203771, 1677081670038301100, 245474444043506133
603703, 62216962384765506, 117684467399501673751, 104193473110225000377, 11768446739950167375, 1722547549326505999
606807, 2486255396515378587, 4670421529054808177555, 4133351075742679565985, 467042152905480817755, 70028300406647793815
606859, 12576252079317827317, 23617661597240463674952, 20901772219527393795114, 2361766159724046367495, 354123217989023512343
607546, 11796761045804219978, 22168583545762611349550, 19619329449501185620019, 2216858354576261134955, 332395741685164594576
607970, 10086737629257053565, 18857819237079877013650, 16689283171731113636342, 1885781923707987701365, 282754141640775675943
608915, 2224588638958381, 4116176369441777998, 3642840784014190178, 411617636944177799, 61717948483410021
608931, 1601533586138515, 2963331775167959965, 2622566401014295576, 296333177516795996, 44432196636868393
610470, 2158377118508519, 3997672888666680144, 3537964492507343927, 399767288866668014, 59941107292668203
610645, 2135097027270519, 3954295246075817272, 3499575018548574740, 395429524607581727, 59290702919660805
612833, 138228038800789, 260005444614894483, 230106378516849306, 26000544461489448, 3898521636555729
613584, 3529699323546899953, 6674397992242497364356, 5906882269522563622439, 667439799224249736435, 100075923495684005482
613813, 31150985344013140, 58914461907978770192, 52139652275332659492, 5891446190797877019, 883363441848233681
613972, 10951891556185986, 21035941764177699306, 18616934676947848952, 2103594176417769930, 315412910812080424
614031, 540689881908633, 1037647038332696007, 918323854806665962, 103764703833269600, 15558479692760445
614526, 20905571187160445, 40081520138488330447, 35472385811683003375, 4008152013848833044, 600982312956494028
614800, 110431396800612962, 211773985349749187587, 187421247678440129509, 21177398534974918758, 3175339136334139320
615049, 119191824285241370, 229044999555367371059, 202706198876497455591, 22904499955536737105, 3434300723333178363
615112, 11106181112102184, 21332774242681175963, 18879633201418296814, 2133277424268117596, 319863616994761553
615659, 1263279799279957, 2586173530857214314, 2288779091849819811, 258617353085721431, 38777085921673072
616618, 18232596401117621, 38433115537815011102, 34013537849659511715, 3843311553781501110, 576266134373998277
616653, 2220025723755151, 4657872805542412841, 4122245380141868618, 465787280554241284, 69840144846302939
616760, 224744910211176, 471468864270938168, 417252773692965904, 47146886427093816, 7069204150878448
616846, 8714020121683061, 18081663293136267829, 16002380504405355846, 1808166329313626782, 271116459417285201
616978, 4311802586379593, 8918812286562909955, 7893202386481894687, 891881228656290995, 133728671424724273
617380, 20973723175131768, 43041866280481304240, 38092309909423637140, 4304186628048130424, 645369743009536676
617401, 1327496265009111, 2724260713096459717, 2410987076654645428, 272426071309645971, 40847565132168318
617413, 4295549279725911, 8815237432291122502, 7801538019002237161, 881523743229112250, 132175670059773091
617555, 145457656373694517, 298432969734074993764, 264114968812474773931, 29843296973407499376, 4474703948192720457
618023, 4458716687499563, 9139398719249940964, 8088422702928513252, 913939871924994096, 137036144396433616
618039, 25832983340039354, 52951626193930310392, 46862506891385488278, 5295162619393031039, 793956683151791075
618103, 9131200400167542, 18712883235469917115, 16561013940690289466, 1871288323546991711, 280580971232635938
620159, 2100174455120083, 4314645045069423273, 3816946424475620229, 431464504506942327, 66234116086860717
621207, 846664302168052791, 1726230143997185802145, 1527107770656966422681, 172623014399718580214, 26499358940500799250
621259, 22249908445014178689, 45248254047324942753154, 40028822694711963281634, 4524825404732494275315, 694605947880485196205
621946, 35807524578170236844, 71776983987118842781029, 63497437107220697147394, 7177698398711884278102, 1101848481186261355533
622370, 14885887637893074620, 30650107561064862050150, 27114587003788469147803, 3065010756106486205015, 470509801169906697332
624085, 6898266186211504, 15143324546785925122, 13396526916989621873, 1514332454678592512, 232465175117710737
624524, 1495948707920446, 3318389467210143662, 2935609923777986380, 331838946721014366, 50940596711142916
624845, 12673203995594422, 29154056179515752396, 25791106645152430841, 2915405617951575239, 447543916411746316
625045, 1370863140590127, 3281972207013016990, 2903393430961858467, 328197220701301699, 50381555349856824
625902, 19344401736640692, 49554674623278936590, 43838493350809087975, 4955467462327893659, 760713810141954956
626860, 3300000000000000, 8706118728157175157, 7701859226745516845, 870611872815717515, 133647628595940797
627984, 2107639899587488887, 5625957512068096578445, 4976997687093529570024, 562595751206809657844, 86364073767757350577
628213, 103164866115972999, 274796687474964754709, 243098614778040095288, 27479668747496475470, 4218403949428183951
628372, 211627599762070841, 561396874064990883364, 496639183244720119977, 56139687406499088336, 8618003413771675051
628431, 23514491908114523, 62359891552120762542, 55166615701692080462, 6235989155212076254, 957286695216605826
628926, 40962588922266907, 107855820529979094824, 95414543776025476256, 10785582052997909482, 1655694700955709086
629200, 191178110967225071, 503554223906801196012, 445468740624927771250, 50355422390680119601, 7730060891193305161
629449, 213014970470988061, 559713913933697554916, 495150354247531608258, 55971391393369755491, 8592168292796191167
629512, 185592251411592326, 487421814528254978851, 431197220800606238785, 48742181452825497885, 7482412274823242181
630059, 3300000000000000, 8643440379336156614, 7646410888139351612, 864344037933615661, 132685453263189341
631018, 353176247565167064, 919789934958267619425, 813691246170896491256, 91978993495826761942, 14119695291544366227
631053, 1233705269408366, 3212961218177714866, 2842342928699697278, 321296121817771486, 49322167660246102
631246, 23157547480151928, 60081953067108060208, 53151439698864078354, 6008195306710806020, 922318061533175834
631378, 21754261783918296, 56125375770215532158, 49651257549745400308, 5612537577021553215, 861580643448578635
631410, 57504401170032, 148289910506655787, 131184521039802535, 14828991050665578, 2276398416187674
631637, 26244444203286552, 66853986544265502368, 59142312342397932404, 6685398654426550236, 1026275547441019728
631670, 12900000000000000, 32860888462361391018, 29070352117339542202, 3286088846236139101, 504447498785709715
631780, 62469157325981931, 158862873184312848100, 140537881899629176758, 15886287318431284810, 2438703966252386532
631785, 20570223365948512, 52311244830424690564, 46277090427990372082, 5231124483042469056, 803029919391849426
631801, 27384641443288000, 69612193046855769472, 61582356966707909607, 6961219304685576947, 1068616775462282918
631955, 31318024281519177, 78138508388985583771, 69125153307807707697, 7813850838898558377, 1199504242279317697
632423, 121241515113388448, 301890631568625997195, 267067245326553419792, 30189063156862599719, 4634323085209977684
632503, 27055022236755217, 67430274294118947047, 59652124724018032386, 6743027429411894704, 1035122140689019957
635607, 7321476560224308425, 18253785901074134813400, 16141676842032648822411, 1825378590107413481340, 286730468934072509649
635659, 45945341513014419218, 114721291925619522864185, 101447120679489939112615, 11472129192561952286418, 1802042053567631465152
636346, 30111024008887786357, 75376224077908877859781, 66654591942302197420381, 7537622407790887785978, 1184009727815792653422
636770, 15637389481395100300, 39154182196516911870909, 34623730082922333032149, 3915418219651691187090, 615033893942887651670
638924, 3769069258440747, 9672602661380905009, 8553405152637843252, 967260266138090500, 151937242604971257
639245, 7340507832619542, 18818312398443145652, 16640883107444086154, 1881831239844314565, 295598051154744933
639445, 9321655045878644, 23858449858180552770, 21097836341990197370, 2385844985818055277, 374768530372300123
640302, 56010900000000000, 140846111934459321103, 124549090014746901976, 14084611193445932110, 2212410726266487017
641260, 40506182251681922, 100104430282652002318, 88521546863506904433, 10010443028265200231, 1572440390879897654
642384, 299565178635359919, 732164882458394693238, 647447548238898760072, 73216488245839469323, 11500845973656463843
642412, 2607981582828511, 6371209215649676888, 5634009339725284074, 637120921564967688, 100078954359425126
642613, 64813962060259726, 156333432625403249803, 138244403803183090574, 15633343262540324980, 2455685559679834249
642772, 144017287660642246, 348445227392769445263, 308127327021606878290, 34844522739276944526, 5473377631885622447
642774, 508470000000000, 1230221326726729901, 1087874877453833437, 123022132672672990, 19324316600223474
642831, 49858823148803202, 120470956329800031126, 106531502914791529124, 12047095632980003112, 1892357782028498890
643326, 35909624785076655, 86629473005883323693, 76605749943318576075, 8662947300588332369, 1360775761976415249
643600, 82744822909812178, 199712315713584928340, 176604003086997443451, 19971231571358492834, 3137081055228992055
643641, 6770310932798395, 16340746188051841064, 14449991128124738638, 1634074618805184106, 256680441121918320
643849, 68383289568672493, 164860845188568890226, 145785126513489961075, 16486084518856889022, 2589634156222040129
643912, 207296568147243773, 499752927463451989912, 441927515732510887063, 49975292746345198991, 7850118984595903858
644459, 49756207662187631, 119798830688594355287, 105937147587278479625, 11979883068859435528, 1881800032456440134
645418, 85403866527178198, 206946253989235638998, 183000916832649161680, 20694625398923563899, 3250711757662913419
645453, 888532218037581, 2153041966236614354, 1903917786407308180, 215304196623661435, 33819983205644739
645560, 222347135646668, 538633839239408141, 476309594968694703, 53863383923940814, 8460860346772624
645646, 8890138537798394, 21514669004636294567, 19025249683447838195, 2151466900463629456, 337952420724826916
645778, 55683048648524369, 134827410592776186042, 119226800567907239107, 13482741059277618604, 2117868965591328331
645810, 13765681996648200, 33331306822101018057, 29474607972329353459, 3333130682210101805, 523568167561562793
646070, 34367411489586912, 83177912278021527261, 73553562404156212384, 8317791227802152726, 1306558646063162151
646180, 21960807185464476, 53121564237272568321, 46974974282506233985, 5312156423727256832, 834433531039077504
646185, 536054517791556, 1298671565626164842, 1148404876110692560, 129867156562616484, 20399532952855798
646201, 12187665557677047, 29526419996721940457, 26109976991741238170, 2952641999672194045, 463801005308508242
646213, 8938190020564873, 21653862714270869990, 19148337567328016165, 2165386271427086999, 340138875515766826
646355, 76898831543201017, 186299208432872093965, 164742899623521329716, 18629920843287209396, 2926387966063554853
646823, 197829676316657805, 488029564494255440555, 431560639645754132039, 48802956449425544055, 7665968399075764461
646903, 53758357796497109, 132606861614255834625, 117263186870593520512, 13260686161425583462, 2082988582236730651
648064, 6318956870611835, 15712001492201771666, 13888388039009373037, 1571200149220177166, 252413303972221463
649687, 1052304826583, 2628502739780081, 2323425569287505, 262850273978008, 42226896514568
650007, 7404171669808484216, 18562866967950226948346, 16408367813315083857586, 1856286696795022694834, 298212457840120395926
650059, 25532946735093290013, 63982603335935773470050, 56556462479750387922248, 6398260333593577347005, 1027880522591808200797
650746, 30818565821738899455, 80588700920915273573188, 71235173348529242345915, 8058870092091527357318, 1294657480294503869955
651170, 20625687444919302198, 53790446661000932487914, 47547258469291859258704, 5379044666100093248791, 864143525608979980419
652115, 32800834380817, 87205262316729374, 77083783545938179, 8720526231672937, 1400952539118258
653645, 18563014256038972, 48985536187342654181, 43300029929758729023, 4898553618734265418, 786952638849659740
653875, 2184043493806127, 5778820307647409649, 5108101528640313048, 577882030764740964, 92836748242355637
654109, 2367054011906164, 6291174239550182213, 5560989101436790314, 629117423955018221, 101067714158373678
654702, 92857434186748251, 249349058268690181751, 220408359820734655806, 24934905826869018175, 4005792621086507770
655660, 30850605753117817, 82224395995829017117, 72681021474573122245, 8222439599582901711, 1320934921672993161
656784, 445149978543799676, 1186075504766043842442, 1048413651305372963868, 118607550476604384244, 19054302984066494330
657013, 45783404607501276, 121992926607080962528, 107833817580430110612, 12199292660708096252, 1959816365942755664
657172, 29744614366089174, 79496040062485125081, 70269332172632789038, 7949604006248512508, 1277103883603823535
657174, 624149028512078, 1668111944078712790, 1474502531289216990, 166811194407871279, 26798218381624521
657231, 34700319759596094, 92741264390426697824, 81977249538951823141, 9274126439042669782, 1489888412432204901
657726, 34323650680466230, 91874859322442710163, 81211403775183397007, 9187485932244271016, 1475969615015042140
658000, 29790408691639884, 79673410448203601681, 70426116064532850651, 7967341044820360168, 1279953338850390862
658249, 15280878720194961, 40870831626767069120, 36127158554006349242, 4087083162676706912, 656589910084012966
658312, 180716447260771137, 483131644409479562841, 427056970101093317379, 48313164440947956284, 7761509867438289178
658859, 36875862020049453, 99192635913887194398, 87679842626541877180, 9919263591388719439, 1593529695956597779
659773, 19648277653894, 52800844719338663, 46672514676988621, 5280084471933866, 848245570416176
659789, 1177970625348520, 3165562076579883062, 2798151114161638934, 316556207657988306, 50854754760255822
659818, 62172295522590139, 167039428526330146811, 147651997254421638321, 16703942852633014681, 2683488419275493809
660046, 978380602404584, 2629004944296628983, 2323869485436840740, 262900494429662898, 42234964430125345
660178, 48032754622796416, 128971800658557681437, 114002688615122184141, 12897180065855768143, 2071931977579729153
660207, 9000000000000000, 24165695195705769492, 21360903782816179355, 2416569519570576949, 388221893319013188
660470, 29451607632888274, 79031289199128652008, 69858522618231785012, 7903128919912865200, 1269637660984001796
660580, 29105769030315032, 78156457207913070541, 69085228002076640008, 7815645720791307054, 1255583485045123479
660601, 30316730347350030, 81408983208984867832, 71960249572834039147, 8140898320898486783, 1307835315252341902
660755, 74674494401163000, 200355555096113898608, 177101287593883438966, 20035555509611389860, 3218711992619069782
661223, 144390270029715068, 387303164997802819181, 342350823152332834972, 38730316499780281918, 6222025345689702291
661239, 8525720267577249, 22868774645401860010, 20214510316183293127, 2286877464540186001, 367386864678380882
661303, 29238081952503782, 78494860497844361189, 69384354514162055407, 7849486049784436118, 1261019933897869664
664407, 3753103235854155900, 10641148477801220983465, 9402284689718647234128, 1064114847780122098346, 174748940302451650991
664459, 22939840789158626975, 64966388631001474145730, 57402871733803020522735, 6496638863100147414573, 1066878034098306208422
665146, 22623062750040019100, 63991120056181337605054, 56541145877000593918398, 6399112005618133760505, 1050862173562609926151
665570, 11214380246808915558, 31695578774322012114561, 28005516102257894820159, 3169557877432201211456, 520504794631916082946
666566, 958486569266193, 2684866396842068625, 2372288881188921311, 268486639684206862, 44090875968940452
668045, 4952324041509939, 13670945175816056881, 12079346396557199906, 1367094517581605688, 224504261677251287
668097, 1162812413563095, 3197941697349422154, 2825630929060607727, 319794169734942215, 52516598553872212
668125, 12022763806780718, 33064211938505743674, 29214810256201027983, 3306421193850574367, 542980488454141324
668509, 4213346355814725, 11603225394011630457, 10252354687190008415, 1160322539401163045, 190548167420458997
669102, 6188236861507863, 17005978736203741924, 15026108679777429881, 1700597873620374192, 279272182805937851
670060, 11129857480924111, 30533621029671027768, 26978835802154667373, 3053362102967102776, 501423124549257619
671184, 273691395845080155, 727670086180094557885, 642953279406835589266, 72767008618009455788, 11949798155249512831
671413, 293960330827196, 781211472484044622, 690261270434507179, 78121147248404462, 12829054801132981
671572, 30069991738718910, 79912213435093577096, 70608673722553112663, 7991221343509357709, 1312318369031106724
671631, 17206790853964170, 45724350545649287393, 40401030206423706056, 4572435054564928739, 750885284660652598
672126, 24775868878465905, 65854612606387171372, 58187686897526364106, 6585461260638717137, 1081464448222090129
672400, 70969451300451812, 188634799851896222315, 166673559183538760320, 18863479985189622231, 3097760683167839764
672649, 11654050921296994, 30974878554339597487, 27368721243286272868, 3097487855433959748, 508669455619364871
672712, 98694359534492586, 262188475160846244716, 231663968505670203213, 26218847516084624471, 4305659139091417032
673259, 27800798780633793, 73879670701319088069, 65278451678930117197, 7387967070131908806, 1213251952257062066
674189, 543623557993366, 1454345594757778917, 1285027771924888779, 145434559475777891, 23883263357112247
674253, 5905524512415052, 15798933798171363657, 13959590327520657157, 1579893379817136365, 259450090833570135
674446, 981324576132983, 2627669896502334490, 2321751311811739704, 262766989650233449, 43151595040361337
674578, 16685726248207704, 44669667150898128764, 39469135161856266817, 4466966715089812876, 733565273952049071
674870, 14385514938085282, 38515808645406896052, 34031721171291334399, 3851580864540689605, 632506609574872048
674980, 28874815685567427, 77309428374147472771, 68308910103972475696, 7730942837414747277, 1269575432760249798
674985, 11190359590990812, 29961044125595698251, 26472919446405595869, 2996104412559569825, 492020266630532557
675001, 50960561305011207, 136454751591609682905, 120568416501811300401, 13645475159160968290, 2240859930637414214
675155, 194143666130644326, 519490943205745849879, 459010768615846506544, 51949094320574584987, 8531080269324758348
675623, 98866917446505383, 264509903761939046230, 233715131746166578589, 26450990376193904623, 4343781639578563018
675703, 14607098900210189, 39094640847914042448, 34543164571118193798, 3909464084791404244, 642012192004444406
678807, 3813106287899725486, 10612023656062177707874, 9372762145530892657326, 1061202365606217770787, 178059144925067279761
678859, 15714939837950270130, 43715998761325000073845, 38610888141976227890221, 4371599876132500007384, 733510743216272176240
679546, 8922240080797398082, 24776641397383355539074, 21883249991638324662576, 2477664139738335553907, 415727266006695322591
679970, 11822210629107298406, 32963679573070387060851, 29114214036206800330271, 3296367957307038706085, 553097579556548024495
681685, 526894161755653, 1482264926352311729, 1309167510517815117, 148226492635231172, 24870923199265440
682497, 2078163874643409, 5890452741189147611, 5202571560525820142, 589045274118914761, 98835906544412708
682909, 73979199783455, 209667278696136133, 185182543557280051, 20966727869613613, 3518007269242469
683502, 552517500331347, 1561154007072369702, 1378844003280465440, 156115400707236970, 26194603084667292
684460, 11448350585637634, 32246073203115403797, 28480409020528790056, 3224607320311540379, 541056862275073362
685584, 71183276052765898, 198158248565715540090, 175017526456459845033, 19815824856571554009, 3324897252684141048
685813, 109102370448340092, 303705630718294544168, 268239190868642825594, 30370563071829454416, 5095876777822264158
685972, 12077743984346596, 33604131532513843049, 29679874656278408971, 3360413153251384304, 563843722984049774
686031, 5594389321777380, 15565367976416206989, 13747659869498298753, 1556536797641620698, 261171309276287538
686526, 33347824367267926, 92836281743594661988, 81994953597859420955, 9283628174359466198, 1557699971375774835
686800, 14472659236374110, 40266206822607890916, 35563959456070564022, 4026620682260789091, 675626684276537803
687049, 5206694819067224, 14486049682713552887, 12794383286815946894, 1448604968271355288, 243061427626250705
687112, 20817655974199105, 57872809505975209650, 51114480684676930642, 5787280950597520965, 971047870700758043
687659, 31139755356461681, 86811389713984066795, 76673642434574721458, 8681138971398406679, 1456608308010938658
688653, 1130938392132741, 3152952805764678925, 2784754130060285484, 315295280576467892, 52903395127925549
688846, 4012180991764829, 11185587809345443042, 9879346050557891548, 1118558780934544304, 187682977853007190
688978, 1572869967988051, 4385014845144272775, 3872937196543169744, 438501484514427277, 73576164086675754
689270, 1299079788161834, 3621826094940485700, 3198872865399430720, 362182609494048570, 60770620047006410
689380, 44636897418208655, 123888596448389362901, 109421010043742901490, 12388859644838936290, 2078726759807525121
689401, 93311949761721, 258882550244846516, 228650504909803584, 25888255024484651, 4343790310558281
689555, 79080305344637267, 219373811778321872347, 193755557412661222416, 21937381177832187234, 3680873187828462697
690023, 14040129678482085, 38918108441133994451, 34373290655486807713, 3891810844113399445, 653006941533787293
690103, 150000000000000, 415768315767086539, 367215307620121940, 41576831576708653, 6976176570255946
693207, 1286738797531041657, 3564027964174536019108, 3146551984562987567973, 356402796417453601910, 61073183194094849225
693259, 17998521816706441891, 49762915925620971382203, 43933887005757433278377, 4976291592562097138220, 852737327301440965606
693946, 10300171551157639390, 28609004113846926215906, 25257859807967352666679, 2860900411384692621590, 490243894494880927637
694370, 7571276544445688738, 21012307239443065806449, 18551009618643662850144, 2101230723944306580644, 360066896855096375661
696085, 1025067391294267, 2837881752170783620, 2505463635248506709, 283788175217078362, 48629941705198549
697902, 3595690421461324, 9961243274837560519, 8794423082596188030, 996124327483756051, 170695864757616438
698860, 12885682936759583, 35761858102017465714, 31572857091379547850, 3576185810201746571, 612815200436171293
699984, 54662310433876831, 153321238383745894660, 135361801804427435543, 15332123838374589466, 2627312740943869651
700213, 8192473906837831, 23048516857830868104, 20348705787171991537, 2304851685783086810, 394959384875789757
700431, 4396153525841274, 12361935429437118813, 10913907760974572463, 1236193542943711881, 211834125518834469
700926, 4470513332459483, 12539128667027744138, 11070345291486782300, 1253912866702774413, 214870508838187425
701200, 44553662297104361, 124691620375401962005, 110085742731108877783, 12469162037540196200, 2136715606752888022
701449, 13935388621787335, 38992894334508266610, 34425422663741306292, 3899289433450826661, 668182237316133657
701512, 27944460895825249, 78197139985871261671, 69037439796486245563, 7819713998587126167, 1339986190797889941
702059, 14045630733929535, 39335568989460504734, 34727957780311059051, 3933556898946050473, 674054310203395210
703018, 12846034050499270, 36124859244057865219, 31893337731645903118, 3612485924405786521, 619035588006175580
703053, 10464269237692702, 29431466688038471261, 25983982406068396891, 2943146668803847126, 504337613166227244
703246, 54360569132885542, 152961838628525784731, 135044500698934788410, 15296183862852578473, 2621154066738417848
703378, 3140815166914029, 8840056275030075542, 7804567443198152613, 884005627503007554, 151483204328915375
703407, 6000000000000000, 16889241037782853767, 14910902899581121408, 1688924103778285376, 289414034423446983
703670, 15990549295760450, 45541424457234922002, 40206884162012252178, 4554142445723492200, 780397849499177624
703785, 7259959229261584, 20675113039617005878, 18253312998608428277, 2067511303961700587, 354288737046877014
703801, 7818182729869675, 22266295982676849100, 19658111136450013703, 2226629598267684910, 381555247959150487
703813, 7028897563291346, 20015862014985654471, 17671284001998294848, 2001586201498565447, 342991811488794176
703955, 13087623941703973, 37357332939314542106, 32981444388134993901, 3735733293931454210, 640155257248093995
704423, 47714556571684200, 137382914395024657176, 121290429334449048933, 13738291439502465717, 2354193621073142526
704503, 32989603213085464, 96598675470623095761, 85283493020696188815, 9659867547062309576, 1655314902864597370
707607, 3504099164228912028, 10222392295890698060514, 9021332757869612273290, 1022239229589069806051, 178820308432015981173
707659, 15863882185810739808, 46264742801274265564511, 40828959375324148280539, 4626474280127426556451, 809309145822690727521
707688, 51141918465011, 149152535446789495, 131628156599539856, 14915253544678949, 2609125302570690
708346, 13630598630465392923, 39695994080850678194650, 35031992648309289461525, 3969599408085067819465, 694402024456320913660
708770, 7746094358398979477, 22485468173357494211389, 19843583061265202144010, 2248546817335749421138, 393338294756542646241
709715, 442022716187340, 1290549210329165908, 1138918711959961217, 129054921032916590, 22575577336288101
709766, 507291371728409, 1481004272618658974, 1306996637615874875, 148100427261865897, 25907207740918202
710485, 3629400000000000, 10738926467858349325, 9477177780370268287, 1073892646785834932, 187856040702246106
711325, 4240238801101999, 12527883422107182664, 11055944815193543451, 1252788342210718266, 219150264702920947
712302, 808965812571359, 2390215231010420148, 2109381672873312853, 239021523101042014, 41812035036065281
713260, 25554560995392746, 75595284844044766396, 66713368041863414657, 7559528484404476639, 1322388317776875100
