block_num, xor_spent, pswap_gross_burn, pswap_reminted_lp, pswap_reminted_parliament, pswap_net_burn
312126, 123700565693290623, 157554868990594993306, 140618193238713003310, 15755486899059499330, 1181188852822490666
312400, 133383200309250755, 169820571293570881387, 151565369341225892350, 16982057129357088138, 1273144822987900899
312649, 336578505574419966, 428069424570524026476, 382053245637466405201, 42806942457052402647, 3209236476005218628
312712, 332558005328677657, 422777249806937733083, 377329963784441347589, 42277724980693773308, 3169561041802612186
313259, 6197214565093205, 7897374266010703837, 7048430224537351206, 789737426601070383, 59206614872282248
314189, 2590189170811285, 3264146644095762073, 2913260672295399937, 326414664409576207, 24471307390785929
314218, 66447596899692934, 83512180621095663179, 74534871740869742674, 8351218062109566317, 626090818116354188
314253, 3624611425517942, 4552232121354863593, 4062880825005579821, 455223212135486359, 34128084213797413
314446, 277673149466789345, 347685185170917623188, 310310070820599491448, 34768518517091762318, 2606595833226369422
314578, 4285592814740059, 5359733214532021716, 4783577973169472977, 535973321453202171, 40181919909346568
314610, 2618119474549726, 3270898517569483383, 2919286739626316627, 327089851756948338, 24521926186218418
314833, 6452247216980783, 8107054871720433369, 7235570794175101943, 810705487172043336, 60778590373288090
314870, 510880660261350, 641869674655760632, 572870610239290331, 64186967465576063, 4812096950894238
314980, 31079286063419578, 38811459483629233272, 34639344023517541582, 3881145948362923327, 290969511748768363
315001, 86144708580181464, 107576270019412835950, 96012143721136014323, 10757627001941283595, 806499296335538032
315013, 54295578890314499, 67796229929306005664, 60508338600595397973, 6779622992930600566, 508268335780007125
315155, 240009108081086155, 299521597525859884023, 267323924356622524070, 29952159752585988402, 2245513416651371551
315623, 106853328918185096, 133055721489819326241, 118752630596828218128, 13305572148981932624, 997518744009175489
315639, 6154192213124109, 7664008640936346065, 6840150704061611672, 766400864093634606, 57457072781099787
316864, 165184157282526, 200589102166022990, 178954765141008746, 20058910216602299, 1575426808411945
317291, 145001256713673, 175292108841531261, 156386153734536748, 17529210884153126, 1376744222841387
318807, 12962818905482252105, 15478841618186960449583, 13809386634299024017253, 1547884161818696044958, 121570822069240387372
318859, 32796068141579849220, 39128658076757392560074, 34908475788546800742899, 3912865807675739256007, 307316480534852561168
319546, 41872590810342364490, 50637030428441693097740, 45175624148612542730376, 5063703042844169309774, 397703236984981057590
319970, 22855172754870060876, 27583932721820692215857, 24608895242041443277607, 2758393272182069221585, 216644207597179716665
320893, 519867338245226, 627076899582464141, 559444147654897053, 62707689958246414, 4925061969320674
320915, 5019289272740946, 6046775971856029059, 5394606996187468900, 604677597185602905, 47491378482957254
322058, 968934021886733, 1164888629379507796, 1039250731146410362, 116488862937950779, 9149035295146655
322124, 19668550353413362, 23765164487546704640, 21201996436906842357, 2376516448754670464, 186651601885191819
322142, 522507779470014, 630891583710908269, 562847402841351968, 63089158371090826, 4955022498465475
322470, 19397041944037239, 23331057793773546143, 20814709886483894097, 2333105779377354614, 183242127912297432
322624, 240000000000000, 288871550326053108, 257715598137186976, 28887155032605310, 2268797156260822
322645, 6780011058574334, 8159123933962447093, 7279129781188861324, 815912393396244709, 64081759377341060
322909, 423548028352521, 512276972289925264, 457025851720567664, 51227697228992526, 4023423340365074
323502, 6138077883317203, 7378471605207414122, 6582673928699373679, 737847160520741412, 57950515987299031
324460, 398937063931224, 477253357025020887, 425779673456444284, 47725335702502088, 3748347866074515
325012, 1680906476111873, 2011003359883720110, 1794108603506821361, 201100335988372011, 15794420388526738
325066, 248081801460779, 296690648033542039, 264691374880532395, 29669064803354203, 2330208349655441
325584, 836061149054701259, 1000314230330935657912, 892426339332822923463, 100031423033093565791, 7856467965019168658
325813, 54642544502057995, 65381463417928188844, 58329811062450961964, 6538146341792818884, 513506013684407996
325972, 7598208577494289, 9091834609012337911, 8111243879091921217, 909183460901233791, 71407269019182903
325974, 10595320325376326, 12678102549887565992, 11310718477471992449, 1267810254988756599, 99573817426816944
326031, 2622262606150313, 3137713384650968884, 2799298445262823285, 313771338465096888, 24643600923048711
326526, 12341450543517005, 14762374588289092371, 13170193439443760602, 1476237458828909237, 115943690016422532
326800, 32841325603658058, 39283872441075507709, 35046949662815749900, 3928387244107550770, 308535534152207039
327049, 228217933622760091, 272764060050746984416, 243345365118033719158, 27276406005074698441, 2142288927638566817
327112, 66839230425036827, 79885221688386605369, 71269280988407356433, 7988522168838660536, 627418531140588400
327659, 2225927674467098, 2664185392295251697, 2376842340994639620, 266418539229525169, 20924512071086908
328573, 8209192229854659, 9871143792528291907, 8806501449928945511, 987114379252829190, 77527963346517206
328589, 505295715372751, 607865038650234850, 542304362771652420, 60786503865023485, 4774172013558945
328618, 61475998488127430, 73983094788642697697, 66003722083308428179, 7398309478864269769, 581063226469999749
328653, 546789646645351, 658015106129329030, 587045544872856376, 65801510612932903, 5168050643539751
328846, 55478486651836117, 66783525698924995251, 59580655318193138813, 6678352569892499525, 524517810839356913
328978, 551301095392872, 662614454565910690, 591148835183158958, 66261445456591069, 5204173926160663
329007, 2708073738322309, 3254861471473886900, 2903811642329542302, 325486147147388690, 25563681996955908
329237, 3972137300592958, 4925686387869359919, 4394431408192097974, 492568638786935991, 38686340890325954
329270, 2439627876314082, 3011890212124720679, 2687045805186221054, 301189021212472067, 23655385726027558
329380, 12513742409746113, 15460583694026349663, 13793097900290831746, 1546058369402634966, 121427424332882951
329385, 47456764708250068, 58831406093997418019, 52486203621135420495, 5883140609399741801, 462061863462255723
329401, 27288345272667968, 33803565653115064169, 30157715883163992038, 3380356565311506416, 265493204639565715
329413, 3828231679434851, 4742237164996296041, 4230767917802785527, 474223716499629604, 37245530693880910
329555, 98347736371305720, 121807281274764004266, 108669878760155607349, 12180728127476400426, 956674387131996491
330023, 7966631973620756, 9852164935107829100, 8789569538196709300, 985216493510782910, 77378903400336890
330103, 57814709019428128, 71386609839405557939, 63687278421786310893, 7138660983940555793, 560670433678691253
333207, 5949760358326047269, 7568573031644575616238, 6749570175317284444229, 756857303164457561623, 62145553162833610386
333259, 23770158822283433698, 30209726741516136833954, 26940702001089934151015, 3020972674151613683395, 248052066274588999544
333946, 32718155489286465453, 41770897004710836379277, 37250826468934072063839, 4177089700471083637927, 342980835305680677511
334370, 24237616083584371849, 30774603067373097815362, 27444452494849587527663, 3077460306737309781536, 252690265786200506163
335366, 1146892693030723, 1459832191099782266, 1301862289868683727, 145983219109978226, 11986682121120313
336458, 3293671538714009, 4269709181759126754, 3807679681491789888, 426970918175912675, 35058582091424191
336870, 590989544419384, 756782468907868942, 674890281164879535, 75678246890786894, 6213940852202513
337045, 2959326512130055, 3783825546459986266, 3374374000252004692, 378382554645998626, 31068991561982948
337902, 4330024027223868, 5524779900826518127, 4926937942978179773, 552477990082651812, 45363967765686542
338860, 3779286063194002, 4771697389881790742, 4255347243625292284, 477169738988179074, 39180407268319384
339412, 1161124820501192, 1466081371803344739, 1307435240479133001, 146608137180334473, 12037994143877265
339984, 517874914253655344, 661238499395061516261, 589685220137022514524, 66123849939506151626, 5429429318532850111
340213, 247567395050585918, 316141488440949102809, 281931501835265559444, 31614148844094910280, 2595837761588633085
340374, 6939042366541354, 8864842798979044244, 7905569294858722887, 886484279897904424, 72789224222416933
340431, 11090579466582372, 14171271715066428634, 12637784231507375325, 1417127171506642863, 116360312052410446
340926, 50446859676306926, 64823059623190890039, 57808491518305780636, 6482305962319089003, 532262142566020400
341200, 41279396662471352, 52994735109533345015, 47260121828595632217, 5299473510953334501, 435139769984378297
341449, 60907387536289931, 78318227865756478628, 69843334110175104319, 7831822786575647862, 643070969005726447
341512, 112688740346671723, 144959673989680311465, 129273442707583015281, 14495967398968031146, 1190263883129265038
342059, 32226005239544164, 41613926578848937530, 37110841969825115150, 4161392657884893753, 341691951138928627
342989, 1259769875288840, 1644821262699224068, 1466833509041278332, 164482126269922406, 13505627388023330
343018, 29156895527491725, 38068741759499217214, 33949285144962047420, 3806874175949921721, 312582438587248073
343053, 3211856049574821, 4189871308658850410, 3736481144477567548, 418987130865885041, 34403033315397821
343246, 7360006134282084, 9571139864698030266, 8535437248799191712, 957113986469803026, 78588629429035528
343378, 4549202392063017, 5915669093753225503, 5275528625449095218, 591566909375322550, 48573558928807735
343410, 1591077090438724, 2068651956958839664, 1844801060044366665, 206865195695883966, 16985701218589033
343633, 12072177384030322, 15629268216574954135, 13938009473591161773, 1562926821657495413, 128331921326296949
343637, 1270065469210850, 1644769106834659338, 1466786997014974016, 164476910683465933, 13505199136219389
343670, 4658840218813508, 6033323312581538068, 5380451363603777252, 603332331258153806, 49539617719607010
343780, 20994480435167893, 27233333412720762848, 24286387170796836379, 2723333341272076284, 223612900651850185
343801, 8241078599504956, 10696008548302027270, 9538582767281716597, 1069600854830202727, 87824926190107946
343813, 2023985901275710, 2626947153579333587, 2342682575143360320, 262694715357933358, 21569863078039909
343955, 193088745720033762, 250392131136767834587, 223296948234327050438, 25039213113676783458, 2055969788764000691
344423, 12441124445108154, 16149504973030572384, 14401950890393961115, 1614950497303057238, 132603585333554031
344503, 24407182506566138, 31633121549017626518, 28210069833076880134, 3163312154901762651, 259739561038983733
346091, 144566252943532, 186893365025147833, 166602726171097583, 18689336502514783, 1601302351535467
347607, 4922250595541268006, 6326144439519762693490, 5639327590009981097383, 632614443951976269349, 54202405557805326758
347659, 27708149226194074779, 35597540636983527588936, 31732786845107499965660, 3559754063698352758893, 304999728177674864383
348346, 27702776823011184732, 35824521202354908222541, 31935124584457640546636, 3582452120235490822254, 306944497661776853651
348770, 19388865932323646743, 24914384379122089796407, 22209479495849562751390, 2491438437912208979640, 213466445360318065377
349715, 5687552090947425, 7258075388261255348, 6470080659508507377, 725807538826125534, 62187189926622437
350485, 748912915759451, 954711129719527825, 851060051788138128, 95471112971952782, 8179964959436915
350924, 7965784424994351, 10191012883684126283, 9084594996928308060, 1019101288368412628, 87316598387405595
351327, 469429181983759, 599181283341403975, 534129369771594428, 59918128334140397, 5133785235669150
351424, 374323547419959, 477787085950573561, 425914697603091690, 47778708595057356, 4093679752424515
351445, 662829887724246, 846416899974593131, 754523109978151503, 84641689997459313, 7252099998982315
353260, 1446992594119395, 1842019573760402770, 1642035192676383362, 184201957376040277, 15782423707979131
354384, 341577365863037199, 433834741323174504732, 386734171127200095102, 43383474132317450473, 3717096063656959157
354613, 68275963827753326, 86787245652480568315, 77364927966482057974, 8678724565248056831, 743593120750453510
354772, 111505202917939967, 141821359334941782026, 126424097994665822635, 14182135933494178202, 1215125406781781189
354831, 3526596990513674, 4479095314348998172, 3992808894260756138, 447909531434899817, 38376888653342217
355315, 1259453085431870, 1600799382761131081, 1427003795373520601, 160079938276113108, 13715649111497372
355326, 18975581815181764, 24138930853879826380, 21518215408935801389, 2413893085387982638, 206822359556042353
355327, 9246479126307090, 11762485326515477886, 10485455819586345482, 1176248532651547788, 100780974277584616
355600, 37173925728036731, 47305846939523782673, 42169945748993564635, 4730584693952378267, 405316496577839771
355849, 52172964342275632, 66614451865646457645, 59382254055496953031, 6661445186564645764, 570752623584858850
355912, 26146707790889143, 33552794818659264444, 29910034990787065421, 3355279481865926444, 287480346006272579
356459, 3185716686367599, 4144021597464229777, 3694113460670733278, 414402159746422977, 35505977047073522
357373, 427550621918848, 557699235394306608, 497150944806017528, 55769923539430660, 4778367048858420
357389, 2467296037151970, 3217215972661907248, 2867929268941949301, 321721597266190724, 27565106453767223
357418, 147120158119354285, 192701785686841478692, 171780538218392473033, 19270178568684147869, 1651068899764857790
357453, 5115850969391816, 6660744003183568069, 5937600348245934450, 666074400318356806, 57069254619276813
357646, 75178616721141810, 97620122974578600242, 87021701463474550770, 9762012297457860024, 836409213646189448
357778, 5111976180384382, 6608198210405646201, 5890759347098326004, 660819821040564620, 56619042266755577
357807, 1181096985588432, 1530552519437375252, 1364383493507098295, 153055251943737525, 13113773986539432
358070, 1115520706400863, 1458755791404555106, 1300381592643345367, 145875579140455510, 12498619620754229
358180, 6652534319747531, 8705853149642928696, 7760676084892495213, 870585314964292869, 74591749786140614
358185, 184929041772020, 241963161488280295, 215693704971820679, 24196316148828029, 2073140367631587
358201, 16514756715507698, 21653003168542580667, 19302179920540249769, 2165300316854258066, 185522931148072832
358213, 4725506099500490, 6183608021176599471, 5512266065533498419, 618360802117659947, 52981153525441105
358355, 226071002638208382, 297767376986587009203, 265439368401907230787, 29776737698658700920, 2551270886021077496
358823, 6394567322775878, 8715252384160269304, 7769054863316757186, 871525238416026930, 74672282427485188
358839, 1023774828377947, 1395221258564055339, 1243744876964272978, 139522125856405533, 11954255743376828
358903, 256788156415168043, 350248100937186203712, 312222365114637771947, 35024810093718620371, 3000925728829811394
362007, 17663290423085998655, 25340291271918094040838, 22580100045124415647439, 2534029127191809404083, 226162099601868989316
362059, 76645853138227436561, 109420538353051140321723, 97501906212945044862179, 10942053835305114032172, 976578304800981427372
362746, 77347308493868961533, 105123661119271373363249, 93673066331854739019657, 10512366111927137336324, 938228675489497007268
363170, 42121691075039469184, 58099908557469538458221, 51771376017847168981659, 5809990855746953845822, 518541683875415630740
364115, 6698978234299119, 9121301170820626536, 8127763440788989790, 912130117082062653, 81407612949574093
364166, 427561860127094, 581932211082471215, 518545244990313037, 58193221108247121, 5193744983911057
364885, 3472505404963937, 4742441642822178356, 4225871186877772578, 474244164282217835, 42326291662187943
365258, 431138479726858, 586563548258439287, 522672113764388787, 58656354825843928, 5235079668206572
365324, 849776684993599, 1156169268943513343, 1030233531323841152, 115616926894351334, 10318810725320857
365342, 456834142392178, 621295637443531718, 553621010134995025, 62129563744353171, 5545063564183522
365670, 666295890406159, 897859977260421156, 800060579237329781, 89785997726042115, 8013400297049260
365697, 1841172462137225, 2481021403044423229, 2210776146717809428, 248102140304442322, 22143116022171479
365725, 729507354325610, 983046617937305718, 875968265078484692, 98304661793730571, 8773691065090455
365824, 2291813785460593, 3067748012036202905, 2733593559825159503, 306774801203620290, 27379651007423112
366109, 429574491327372, 574744546889617813, 512140497119666192, 57474454688961781, 5129595080989840
366702, 6557751755358178, 8749069876093029774, 7796077439839596505, 874906987609302977, 78085448644130292
367660, 102005411835640961, 135578059054329488426, 120810218971836648899, 13557805905432948842, 1210034177059890685
368212, 2172981932322854, 2885641402492157029, 2571322912725698824, 288564140249215702, 25754349517242503
368266, 3122587052441907, 4146539532206653596, 3694877713661043853, 414653953220665359, 37007865324944384
368784, 600569737761672042, 797555061793102311045, 710681376687288641814, 79755506179310231104, 7118178926503438127
368812, 6166673907430712, 8188568855897685223, 7296628993269029860, 818856885589768522, 73082977038886841
369013, 144639437883625567, 192180794242722490760, 171247501229833943453, 19218079424272249076, 1715213588616298231
369172, 132701644810262895, 176069657542806191156, 156891270094956026784, 17606965754280619115, 1571421693569545257
369174, 12156092812428219, 16120412649577826347, 14364496701722561612, 1612041264957782634, 143874682897482101
369231, 10200128255703826, 13524298084907918767, 12051163916009323715, 1352429808490791876, 120704360407803176
369726, 7525621808914352, 9903725552989100952, 8824962247129763130, 990372555298910095, 88390750560427727
370000, 87782015335602474, 115375765310630880787, 102808460074170412097, 11537576531063088078, 1029728705397380612
370249, 81106694061986112, 106576062787571627037, 94967265148435387561, 10657606278757162703, 951191360379076773
370312, 53790373767489263, 70775614820707024606, 63066380976361511950, 7077561482070702460, 631672362274810196
370859, 33842142371928097, 44688078850711148213, 39820429861897436393, 4468807885071114821, 398841103742596999
371773, 1375376899624171, 1797636923070230977, 1601829321224806067, 179763692307023097, 16043909538401813
371789, 1004165476098660, 1312978302961089609, 1169962141311052923, 131297830296108960, 11718331353927726
371818, 121152638783123278, 158337808130497466010, 141090862379883029524, 15833780813049746601, 1413164937564689885
371853, 6592336431098957, 8625541512086043605, 7686004402882071305, 862554151208604360, 76982957995367940
372046, 110589316641827810, 144414334603085379741, 128684003206444304752, 14441433460308537974, 1288897936332537015
372178, 9681937276207678, 12715333967567212615, 11330316215149953980, 1271533396756721261, 113484355660537374
372207, 176388772464404, 231942546522675909, 206678204642693435, 23194254652267590, 2070087227714884
372210, 1853692745563915, 2438263358126273158, 2172675521842368854, 243826335812627315, 21761500471276989
372437, 1254562196598166, 1649258638004864063, 1469613140860184244, 164925863800486406, 14719633344193413
372580, 78664203219587103, 103334240420000857501, 92078558282252264097, 10333424042000085750, 922258095748507654
372601, 7467113985601366, 9813012845687882375, 8744130421471329787, 981301284568788237, 87581139647764351
372613, 2599226635153707, 3418456051941674227, 3046100726483927361, 341845605194167422, 30509720263579444
372755, 87421005921151327, 114791281218690151500, 102287640911944326747, 11479128121869015150, 1024512184876809603
373223, 17951118337285465, 23345643425366262742, 20802719215258242572, 2334564342536626274, 208359867571393896
373303, 85029089939292591, 110542761215381687794, 98501890949996237451, 11054276121538168779, 986594143847281564
374464, 10782215742163723, 13709175589605564438, 12211009462822289145, 1370917558960556443, 127248567822718850
375543, 31854850311599, 40283024496766383, 35880815013710759, 4028302449676638, 373907033378986
376407, 5948037965139603353, 7337689084404813420136, 6535811745882886599956, 733768908440481342013, 68108430081445478167
376459, 35815638501809253826, 44082065637014664643721, 39264689340070428062125, 4408206563701466464372, 409169733242770117224
377146, 29868484928370076951, 36340355066465321292232, 32369008384091858050774, 3634035506646532129223, 337311175726931112235
377570, 22835693724279093013, 27719603420413852438917, 24690349719424185816687, 2771960342041385243891, 257293358948281378339
378493, 385639494750824, 468784966552206620, 417555207837448376, 46878496655220662, 4351262059537582
378515, 916278873316958, 1113694879987152181, 991988076112396216, 111369487998715218, 10337315876040747
378531, 426550390649699, 518454583609351124, 461796829803354014, 51845458360935112, 4812295445061998
379285, 791729146654338, 954178749919409585, 849904187770716666, 95417874991940958, 8856687156751961
379724, 95504962476858, 113144431161224414, 100779781435063487, 11314443116122441, 1050206610038486
379742, 1174344731882683, 1391529113916815436, 1239460029289758011, 139152911391681543, 12916173235375882
380097, 410353595201635, 485000496316725410, 431998672078241023, 48500049631672541, 4501774606811846
380125, 1297118252885799, 1533158775555187363, 1365612118244965377, 153315877555518736, 14230779754703250
380509, 994297704811808, 1175910513153913205, 1047404660455427262, 117591051315391320, 10914801383094623
381102, 1595953865701591, 1907186479187275342, 1698765326368731518, 190718647918727534, 17702504899816290
382060, 6761543325305086, 8038119543517537042, 7159697763562853558, 803811954351753704, 74609825602929780
383184, 426482269484122334, 506648836543507550742, 451281238388359958581, 50664883654350755074, 4702714500796837087
383212, 9482709967377824, 11266703143831063456, 10035455290866917179, 1126670314383106345, 104577538581039932
383413, 97229680707630694, 115460846949838982290, 102843054673466678627, 11546084694983898229, 1071707581388405434
383572, 25962566461177791, 30888297748417338991, 27512762793874795351, 3088829774841733899, 286705179700809741
383631, 13837967554263366, 16459976746145763674, 14661197567373462328, 1645997674614576367, 152781504157724979
384115, 265793156315219, 317341665629994198, 282661933726617172, 31734166562999419, 2945565340377607
384126, 46130511119406732, 55074372190959926008, 49055734649187443373, 5507437219095992600, 511200322676490035
384400, 51493277861906750, 61607031226031564128, 54874491639588382736, 6160703122603156412, 571836463840024980
384649, 9692806886702167, 11616059727538334472, 10346633488393490204, 1161605972753833447, 107820266391010821
384712, 49553253639874948, 59647431391335057923, 53129040794027180123, 5964743139133505792, 553647458174372008
385259, 17282196742828396, 20850240754560785360, 18571684744420873614, 2085024075456078536, 193531934683833210
386173, 1663919569375379, 2027113125793220012, 1805586149180285342, 202711312579322001, 18815664033612669
386189, 363430560191283, 442214651128002277, 393888549623431932, 44221465112800227, 4104636391770118
386218, 117137424584284272, 142492202174319700492, 126920369336305694982, 14249220217431970049, 1322612620582035461
386253, 4704452159438494, 5722410736002830792, 5097054245950969437, 572241073600283079, 53115416451578276
386446, 7939980627065851, 9642113942267125829, 8588404446428289784, 964211394226712582, 89498101612123463
386578, 6411733071443954, 7735822995812687159, 6890436787184285080, 773582299581268715, 71803909047133364
386607, 175859606147011, 212388031245405798, 189177842414845361, 21238803124540579, 1971385706019858
386610, 375766504863249, 453700397032087177, 404119110243626626, 45370039703208717, 4211247085251834
386733, 599099999999987, 724680806567025697, 645486238663767994, 72468080656702569, 6726487246555134
386833, 3138622058396733, 3792983144722844638, 3378478360701242730, 379298314472284463, 35206469549317445
386870, 833175473486167, 1007834492346563300, 897696323353946169, 100783449234656330, 9354719757960801
386980, 14829641701657678, 17800143902964519990, 15854908576960751316, 1780014390296451999, 165220935707316675
387001, 39768961723302981, 47727775417367655961, 42511988664206883782, 4772777541736765596, 443009211424006583
387013, 8271617297576021, 9926551770295556234, 8841758339734117257, 992655177029555623, 92138253531883354
387155, 171029509510451626, 205415022920759231014, 182966858385932820730, 20541502292075923101, 1906662242750487183
387623, 16227075310386155, 19638215181267219412, 17492111749827975140, 1963821518126721941, 182281913312522331
387703, 334530787857697474, 404472755659472287337, 360271163975493836832, 40447275565947228733, 3754316118031221772
388864, 12221384666579605, 14900224667259197022, 13266578934965565919, 1490022466725919702, 143623265567711401
390807, 6789920919511450958, 8295107053474124555336, 7385639811238275013213, 829510705347412455533, 79956536888437086590
390859, 57145352029005135789, 69715623013354964821974, 62072071821793739833857, 6971562301335496482197, 671988890225728505920
391546, 57900560832689772922, 70231584308115419136372, 62531463636157952697679, 7023158430811541913637, 676962241145924525056
391970, 28598537075864295281, 34663993217120757091333, 30863467664788854404596, 3466399321712075709133, 334126230619826977604
392915, 368002365240845, 444660464719757189, 395908336028347730, 44466046471975718, 4286082219433741
393685, 1085548550888310, 1305123519456230453, 1162031081906568802, 130512351945623045, 12580085604038606
394124, 2342154254533158, 2814214973296823750, 2505667257839533290, 281421497329682375, 27126218127608085
394525, 1200000000000000, 1437421783257241891, 1279824296362701147, 143742178325724189, 13855308568816555
395502, 498862933499355, 597658875389541671, 532132153950707711, 59765887538954167, 5760833899879793
396833, 123409380717285, 147805182781226978, 131599970346276033, 14780518278122697, 1424694156828248
397066, 3178364606612524, 3805762765248224065, 3388502741429174026, 380576276524822406, 36683747294227633
397584, 220223675133621083, 263312234593287838275, 234442944504714352974, 26331223459328783827, 2538066629244701474
397813, 74297630882880676, 88790303794712830792, 79055423676964310736, 8879030379471283079, 855849738277236977
397972, 32899813848535383, 39284733822180315997, 34977594890650288331, 3928473382218031599, 378665549311996067
398031, 3025389366521308, 3612381319534784564, 3216323444042310319, 361238131953478456, 34819743538995789
398526, 18426878136919255, 22027412490947078275, 19612349012852131560, 2202741249094707827, 212322229000238888
398800, 33123387215873137, 39667980122572654865, 35318822449913911558, 3966798012257265486, 382359660401477821
399049, 66011699381557505, 79342224642502726506, 70643222474923370074, 7934222464250272650, 764779703329083782
399112, 9445593681790624, 11359448195557038036, 10114009654844359942, 1135944819555703803, 109493721156974291
399659, 735299167953616, 883947661910256374, 787032524206077775, 88394766191025637, 8520371513152962
400573, 4561890324960131, 5531102269151562077, 4924677747464053962, 553110226915156207, 53314294772351908
400618, 129185562082821592, 156743532028237712236, 139558327920193757704, 15674353202823771223, 1510850905220183309
400653, 1048264247733267, 1272546567709830913, 1133025834572692761, 127254656770983091, 12266076366155061
400846, 3003710605238490, 3644650134761498176, 3245054338636382277, 364465013476149817, 35130782648966082
400978, 1769910483204122, 2141891622752426048, 1907056767125472808, 214189162275242604, 20645693351710636
401007, 7023931434105119, 8502706491014524956, 7570478254046183454, 850270649101452495, 81957587866889007
401237, 45636518496926, 55263362373293116, 49204342586047632, 5526336237329311, 532683549916173
401380, 15113828920648806, 18289308971955183222, 16284087425578988888, 1828930897195518322, 176290649180676012
401401, 163521101408317867, 197522014959766505530, 175865898761592665630, 19752201495976650553, 1903914702197189347
401413, 729397076411180, 881057875418977818, 784459571015916509, 88105787541897781, 8492516861163528
401555, 93934070340027094, 113443981550450398849, 101006096857240567569, 11344398155045039884, 1093486538164791396
402023, 1756367723642498, 2164639722052177642, 1927310787566098937, 216463972205217764, 20864962280860941
402039, 4351103776294569, 5363874963452989717, 4775785076334967377, 536387496345298971, 51702390772723369
402103, 61464295441140128, 75776610868603936892, 67468539029581069855, 7577661086860393689, 730410752162473348
404159, 350871044383406, 431678852730451868, 384195905645513084, 43167885273045186, 4315061811893598
405207, 7172580632802234643, 8791456984802051162773, 7824431882301764743072, 879145698480205116277, 87879404020081303424
405259, 47412206705671246957, 58017392513139464611846, 51635711406264176062401, 5801739251313946461184, 579941855561342088261
405946, 28229874538787211771, 34455994719416510940456, 30665973124259572403049, 3445599471941651094045, 344422123215287443362
406370, 16928855499360722929, 20699340082681811594524, 18422495470947143046372, 2069934008268181159452, 206910603466487388700
407293, 705247629236420, 882113122675350062, 785084207633552256, 88211312267535006, 8817602774262800
407315, 4151503203156502, 5192637277721194478, 4621467947720973970, 519263727772119447, 51905602228101061
407860, 696400486810316, 871770821473614170, 775879518194802505, 87177082147361417, 8714221131450248
408085, 681994203486622, 853214896255546450, 759364670527021362, 85321489625554645, 8528736102970443
408524, 3533193031675726, 4422691669835954396, 3936213276920678756, 442269166983595439, 44209225931680201
408845, 4692012227346358, 5867090452223090685, 5221733970840359602, 586709045222309068, 58647436160422015
408870, 349908905124040, 437524886497564374, 389398899082378283, 43752488649756437, 4373498765429654
409309, 355228324631504, 443831212658441457, 395011554590863530, 44383121265844145, 4436536801733782
409902, 101758227127081, 127029708164994561, 113056948385677819, 12702970816499456, 1269788962817286
410860, 1240295879743603, 1550861724605245032, 1380273138345566499, 155086172460524503, 15502413799154030
411984, 263402655877036946, 337060880311957587381, 299985531721163500599, 33706088031195758738, 3369260559598328044
412012, 14369039706537191, 18394739188868325783, 16371391457049565420, 1839473918886832578, 183873812931927785
412192, 2643567374896978, 3381478198511396126, 3009529122587936597, 338147819851139612, 33801256072319917
412213, 53565257889536276, 68545154127268834782, 61005461353885772031, 6854515412726883478, 685177360656179273
412372, 64589651745821515, 82567461137709736579, 73485370682406216394, 8256746113770973657, 825344341532546528
412374, 1746939230122818, 2233081441299957263, 1987451415082727163, 223308144129995726, 22321882087234374
412431, 3090068559618661, 3945246212731928360, 3511284910316267168, 394524621273192836, 39436681142468356
412926, 2677279054125376, 3419147299986087472, 3043054773576817794, 341914729998608747, 34177796410660931
413200, 448492167085242407, 571337837205719715265, 508492960464439369464, 57133783720571971526, 5711093020708374275
413449, 83760331834058054, 106718076278165225037, 94979514759872162943, 10671807627816522503, 1066753890476539591
413512, 22265270340427068, 28399792693052882952, 25275929095987838038, 2839979269305288295, 283884327759756619
414059, 5993864845771464, 7733496927004850843, 6882843199022025269, 773349692700485084, 77304035282340490
414989, 343906943416433, 441195130453570363, 392665430884199437, 44119513045357036, 4410186524013890
415246, 685668785532057, 879699666038304541, 782936221572755194, 87969966603830454, 8793477861718893
415378, 2991064824380382, 3837294371997353602, 3415207340255132695, 383729437199735360, 38357594542485547
415407, 346965164472772, 445128106863323833, 396165795620785664, 44512810686332383, 4449500556205786
415670, 1042907038081725, 1338791049892303519, 1191529389568349701, 133879104989230351, 13382555334723467
415780, 10503600379334969, 13494138018042443413, 12009836812609846807, 1349413801804244341, 134887403628352265
415785, 33058328534461921, 42468651538683504569, 37797269744034473800, 4246865153868350456, 424516640780680313
415801, 196853960999634184, 252814276118228366566, 225005717002327719157, 25281427611822836656, 2527131504077810753
415955, 104863931965907452, 134721914546421344433, 119903042833973182230, 13472191454642134443, 1346680257806027760
416423, 3018081347981464, 3899202553105850645, 3470305869074419497, 389920255310585064, 38976428720846084
416503, 65504729224124229, 84370229731588695194, 75089841942032865077, 8437022973158869519, 843364816396960598
417118, 600902708124373, 781769240099786257, 695777750765770167, 78176924009978625, 7814565324037465
417664, 3726673946645427, 4927771768528392554, 4383977370555978850, 492777176852839255, 51017221119574449
418559, 700247310176514, 923053613674740224, 821191878244891616, 92305361367474022, 9556374062374586
419607, 31044552580350902334, 40791224697802114046138, 36289790678725557354804, 4079122469780211404613, 422311549296345286721
419659, 92044794151708296896, 120721451260401343622572, 107399476949462274149790, 12072145126040134362257, 1249829184898935110525
